id;Ordem_de_produção;Data_da_ordem_de_produção;Produto;Comprimento_unit;Largura_unit;Altura_unit;Peso_unit;Peças;Caixa_padrão;Loja;Classe_de_onda;Tipo_de_buffer;Item_pai;Cor;Tamanho;Inner;Rota;Capacidade;pai_cor;chave_loja_buffer_onda;Volume_unit;Volume_total;Peso_total;item_loja
14;1429;2023-10-24;534996762;364;167;90;0.09;1;CARTON_M;10;1;CX;777;1.0;31;1;8;40000000000.0;777_1.0;10_CX_1;5470920;5470920;0.09;1
15;1499;2023-10-24;534996762;364;167;90;0.09;1;CARTON_M;10;1;CX;777;1.0;31;1;8;40000000000.0;777_1.0;10_CX_1;5470920;5470920;0.09;2
16;1499;2023-10-24;539354355;250;100;70;0.2;2;CARTON_M;10;1;CX;777;95.0;31;1;8;40000000000.0;777_95.0;10_CX_1;1750000;3500000;0.4;3
17;909;2023-10-24;539354355;250;100;70;0.2;2;CARTON_M;10;1;CX;777;95.0;31;1;8;40000000000.0;777_95.0;10_CX_1;1750000;3500000;0.4;4
18;1499;2023-10-24;539354347;250;100;55;0.18;1;CARTON_M;10;1;CX;777;95.0;39;1;8;40000000000.0;777_95.0;10_CX_1;1375000;1375000;0.18;5
19;909;2023-10-24;539354347;250;100;55;0.18;2;CARTON_M;10;1;CX;777;95.0;39;1;8;40000000000.0;777_95.0;10_CX_1;1375000;2750000;0.36;6
20;909;2023-10-24;539354304;250;100;54;0.2;2;CARTON_M;10;1;CX;777;95.0;21;1;8;40000000000.0;777_95.0;10_CX_1;1350000;2700000;0.4;7
347;5752;2023-11-03;636016702;367;296;13;0.1;6;CARTON_M;10;1;CX;960;4.0;8;1;8;40000000000.0;960_4.0;10_CX_1;1412216;8473296;0.6000000000000001;13
652;444;2023-11-03;542140489;300;247;21;0.22;7;CARTON_M;3;9;CX;135;10.0;5;1;5;27200000000.0;135_10.0;3_CX_9;1556100;10892700;1.54;10
653;444;2023-11-03;542140500;300;295;19;0.153;6;CARTON_M;3;9;CX;135;10.0;6;1;5;27200000000.0;135_10.0;3_CX_9;1681500;10089000;0.9179999999999999;11
654;444;2023-11-03;542140497;300;227;21;0.23;17;CARTON_M;3;9;CX;135;10.0;1;1;5;27200000000.0;135_10.0;3_CX_9;1430100;24311700;3.91;12
655;444;2023-11-03;542140454;300;237;32;0.23;4;CARTON_M;3;9;CX;135;3.0;1;1;5;27200000000.0;135_3.0;3_CX_9;2275200;9100800;0.92;13
656;444;2023-11-03;542140446;422;216;23;0.187;12;CARTON_M;3;9;CX;135;3.0;5;1;5;27200000000.0;135_3.0;3_CX_9;2096496;25157952;2.2439999999999998;14
657;444;2023-11-03;542140438;420;201;21;0.18;2;CARTON_M;3;9;CX;135;3.0;3;1;5;27200000000.0;135_3.0;3_CX_9;1772820;3545640;0.36;15
658;444;2023-11-03;542140462;300;295;19;0.153;1;CARTON_M;3;9;CX;135;3.0;6;1;5;27200000000.0;135_3.0;3_CX_9;1681500;1681500;0.153;16
659;3437;2023-11-03;542140542;300;240;22;0.24;1;CARTON_M;3;9;CX;135;74.0;6;1;5;27200000000.0;135_74.0;3_CX_9;1584000;1584000;0.24;17
660;444;2023-11-03;542140542;300;240;22;0.24;2;CARTON_M;3;9;CX;135;74.0;6;1;5;27200000000.0;135_74.0;3_CX_9;1584000;3168000;0.48;18
661;3437;2023-11-03;542140526;300;267;22;0.22;1;CARTON_M;3;9;CX;135;74.0;5;1;5;27200000000.0;135_74.0;3_CX_9;1762200;1762200;0.22;19
2181;909;2023-11-07;528815718;250;100;70;0.2;1;CARTON_M;10;1;CX;1063;10.0;8;1;8;40000000000.0;1063_10.0;10_CX_1;1750000;1750000;0.2;42
2182;1429;2023-11-07;528815718;250;100;70;0.2;1;CARTON_M;10;1;CX;1063;10.0;8;1;8;40000000000.0;1063_10.0;10_CX_1;1750000;1750000;0.2;43
2183;1429;2023-11-07;528815697;250;100;35;0.18;2;CARTON_M;10;1;CX;1063;10.0;39;1;8;40000000000.0;1063_10.0;10_CX_1;875000;1750000;0.36;44
2184;1429;2023-11-07;528815478;250;100;27;0.135;1;CARTON_M;10;1;CX;1063;3.0;24;1;8;40000000000.0;1063_3.0;10_CX_1;675000;675000;0.135;45
2185;2339;2023-11-07;537377457;320;262;21;0.148;1;CARTON_M;10;1;CX;1066;2.0;5;1;8;40000000000.0;1066_2.0;10_CX_1;1760640;1760640;0.148;46
2186;2753;2023-11-07;537377457;320;262;21;0.148;1;CARTON_M;10;1;CX;1066;2.0;5;1;8;40000000000.0;1066_2.0;10_CX_1;1760640;1760640;0.148;47
2187;2753;2023-11-07;537377473;339;270;19;0.158;1;CARTON_M;10;1;CX;1066;2.0;6;1;8;40000000000.0;1066_2.0;10_CX_1;1739070;1739070;0.158;48
2188;2753;2023-11-07;537377465;361;245;21;0.15;2;CARTON_M;10;1;CX;1066;2.0;1;1;8;40000000000.0;1066_2.0;10_CX_1;1857345;3714690;0.3;49
2189;2753;2023-11-07;548760013;340;266;20;0.165;1;CARTON_M;10;1;CX;1066;2.0;28;1;8;40000000000.0;1066_2.0;10_CX_1;1808800;1808800;0.165;50
2190;909;2023-11-07;546628781;419;320;10;0.098;2;CARTON_M;10;1;CX;1074;10.0;39;1;8;40000000000.0;1074_10.0;10_CX_1;1340800;2681600;0.196;51
2191;909;2023-11-07;546628799;427;346;10;0.111;3;CARTON_M;10;1;CX;1074;10.0;31;1;8;40000000000.0;1074_10.0;10_CX_1;1477420;4432260;0.333;52
2192;1499;2023-11-07;541263719;250;100;47;0.18;1;CARTON_M;10;1;CX;1074;3.0;25;1;8;40000000000.0;1074_3.0;10_CX_1;1175000;1175000;0.18;53
2193;909;2023-11-07;541263719;250;100;47;0.18;1;CARTON_M;10;1;CX;1074;3.0;25;1;8;40000000000.0;1074_3.0;10_CX_1;1175000;1175000;0.18;54
2194;1429;2023-11-07;541263719;250;100;47;0.18;1;CARTON_M;10;1;CX;1074;3.0;25;1;8;40000000000.0;1074_3.0;10_CX_1;1175000;1175000;0.18;55
2195;909;2023-11-07;541263647;250;100;70;0.2;4;CARTON_M;10;1;CX;1074;95.0;8;1;8;40000000000.0;1074_95.0;10_CX_1;1750000;7000000;0.8;56
2196;909;2023-11-07;541263639;250;100;70;0.2;1;CARTON_M;10;1;CX;1074;95.0;31;1;8;40000000000.0;1074_95.0;10_CX_1;1750000;1750000;0.2;57
2197;1429;2023-11-07;541263639;250;100;70;0.2;1;CARTON_M;10;1;CX;1074;95.0;31;1;8;40000000000.0;1074_95.0;10_CX_1;1750000;1750000;0.2;58
2198;1499;2023-11-07;541263639;250;100;70;0.2;1;CARTON_M;10;1;CX;1074;95.0;31;1;8;40000000000.0;1074_95.0;10_CX_1;1750000;1750000;0.2;59
2199;1499;2023-11-07;549189381;314;324;8;0.071;1;CARTON_M;10;1;CX;1092;1.0;21;1;8;40000000000.0;1092_1.0;10_CX_1;813888;813888;0.071;60
2200;1499;2023-11-07;549189402;250;100;9;0.08;6;CARTON_M;10;1;CX;1092;1.0;39;1;8;40000000000.0;1092_1.0;10_CX_1;225000;1350000;0.48;61
2201;1499;2023-11-07;549189429;250;100;10;0.093;2;CARTON_M;10;1;CX;1092;1.0;8;1;8;40000000000.0;1092_1.0;10_CX_1;250000;500000;0.186;62
2202;1499;2023-11-07;549189390;250;100;7;0.078;1;CARTON_M;10;1;CX;1092;1.0;24;1;8;40000000000.0;1092_1.0;10_CX_1;175000;175000;0.078;63
2203;909;2023-11-07;547194751;250;100;13;0.096;1;CARTON_M;10;1;CX;1092;3.0;8;1;8;40000000000.0;1092_3.0;10_CX_1;325000;325000;0.096;64
2204;909;2023-11-07;547194742;250;100;12;0.089;1;CARTON_M;10;1;CX;1092;3.0;31;1;8;40000000000.0;1092_3.0;10_CX_1;300000;300000;0.089;65
2205;1429;2023-11-07;548951098;250;100;56;0.185;1;CARTON_M;10;1;CX;1208;1.0;24;1;8;40000000000.0;1208_1.0;10_CX_1;1400000;1400000;0.185;66
2206;1429;2023-11-07;548951101;250;100;47;0.09;2;CARTON_M;10;1;CX;1208;1.0;39;1;8;40000000000.0;1208_1.0;10_CX_1;1175000;2350000;0.18;67
2207;909;2023-11-07;548951101;250;100;47;0.09;1;CARTON_M;10;1;CX;1208;1.0;39;1;8;40000000000.0;1208_1.0;10_CX_1;1175000;1175000;0.09;68
2208;1429;2023-11-07;546116769;250;100;31;0.137;1;CARTON_M;10;1;CX;1208;3.0;24;1;8;40000000000.0;1208_3.0;10_CX_1;775000;775000;0.137;69
2209;909;2023-11-07;546116769;250;100;31;0.137;1;CARTON_M;10;1;CX;1208;3.0;24;1;8;40000000000.0;1208_3.0;10_CX_1;775000;775000;0.137;70
2210;1499;2023-11-07;546116769;250;100;31;0.137;1;CARTON_M;10;1;CX;1208;3.0;24;1;8;40000000000.0;1208_3.0;10_CX_1;775000;775000;0.137;71
2211_1;2753;2023-11-07;519898937;263;183;22;0.085;3;CARTON_M;10;1;CX;1319;2.0;1;1;8;40000000000.0;1319_2.0;10_CX_1;1058838;3176514;0.765;72
2211_2;2753;2023-11-07;519898937;263;183;22;0.085;3;CARTON_M;10;1;CX;1319;2.0;1;1;8;40000000000.0;1319_2.0;10_CX_1;1058838;3176514;0.765;72
2211_3;2753;2023-11-07;519898937;263;183;22;0.085;3;CARTON_M;10;1;CX;1319;2.0;1;1;8;40000000000.0;1319_2.0;10_CX_1;1058838;3176514;0.765;72
2212_1;2753;2023-11-07;543223972;347;226;20;0.155;3;CARTON_M;10;1;CX;1319;2.0;6;1;8;40000000000.0;1319_2.0;10_CX_1;1568440;4705320;1.395;73
2212_2;2753;2023-11-07;543223972;347;226;20;0.155;3;CARTON_M;10;1;CX;1319;2.0;6;1;8;40000000000.0;1319_2.0;10_CX_1;1568440;4705320;1.395;73
2212_3;2753;2023-11-07;543223972;347;226;20;0.155;3;CARTON_M;10;1;CX;1319;2.0;6;1;8;40000000000.0;1319_2.0;10_CX_1;1568440;4705320;1.395;73
2213_1;2753;2023-11-07;519898911;311;217;19;0.133;1;CARTON_M;10;1;CX;1319;2.0;3;1;8;40000000000.0;1319_2.0;10_CX_1;1282253;1282253;0.399;74
2213_2;2753;2023-11-07;519898911;311;217;19;0.133;1;CARTON_M;10;1;CX;1319;2.0;3;1;8;40000000000.0;1319_2.0;10_CX_1;1282253;1282253;0.399;74
2213_3;2753;2023-11-07;519898911;311;217;19;0.133;1;CARTON_M;10;1;CX;1319;2.0;3;1;8;40000000000.0;1319_2.0;10_CX_1;1282253;1282253;0.399;74
2214_1;2753;2023-11-07;519898929;316;216;19;0.135;1;CARTON_M;10;1;CX;1319;2.0;5;1;8;40000000000.0;1319_2.0;10_CX_1;1296864;1296864;0.405;75
2214_2;2753;2023-11-07;519898929;316;216;19;0.135;1;CARTON_M;10;1;CX;1319;2.0;5;1;8;40000000000.0;1319_2.0;10_CX_1;1296864;1296864;0.405;75
2214_3;2753;2023-11-07;519898929;316;216;19;0.135;1;CARTON_M;10;1;CX;1319;2.0;5;1;8;40000000000.0;1319_2.0;10_CX_1;1296864;1296864;0.405;75
2215;2753;2023-11-07;548057803;304;201;21;0.108;5;CARTON_M;10;1;CX;1409;2.0;3;1;8;40000000000.0;1409_2.0;10_CX_1;1283184;6415920;0.54;76
2216;2753;2023-11-07;548057820;266;154;25;0.08;2;CARTON_M;10;1;CX;1409;2.0;1;1;8;40000000000.0;1409_2.0;10_CX_1;1024100;2048200;0.16;77
2217;2753;2023-11-07;548057838;352;217;22;0.133;1;CARTON_M;10;1;CX;1409;2.0;6;1;8;40000000000.0;1409_2.0;10_CX_1;1680448;1680448;0.133;78
2218;3464;2023-11-07;548057811;352;193;19;0.113;1;CARTON_M;10;1;CX;1409;2.0;5;1;8;40000000000.0;1409_2.0;10_CX_1;1290784;1290784;0.113;79
2219;2753;2023-11-07;548057811;352;193;19;0.113;2;CARTON_M;10;1;CX;1409;2.0;5;1;8;40000000000.0;1409_2.0;10_CX_1;1290784;2581568;0.226;80
2220;2339;2023-11-07;548057811;352;193;19;0.113;3;CARTON_M;10;1;CX;1409;2.0;5;1;8;40000000000.0;1409_2.0;10_CX_1;1290784;3872352;0.339;81
2221;2753;2023-11-07;548057774;386;243;18;0.17;2;CARTON_M;10;1;CX;1756;3.0;6;1;8;40000000000.0;1756_3.0;10_CX_1;1688364;3376728;0.34;82
2222;2753;2023-11-07;548057758;343;232;16;0.15;20;CARTON_M;10;1;CX;1756;3.0;5;1;8;40000000000.0;1756_3.0;10_CX_1;1273216;25464320;3.0;83
2223;2753;2023-11-07;548057766;350;338;35;0.11;6;CARTON_M;10;1;CX;1756;3.0;1;1;8;40000000000.0;1756_3.0;10_CX_1;4140500;24843000;0.66;84
2224;2753;2023-11-07;548057740;300;214;18;0.14;2;CARTON_M;10;1;CX;1756;3.0;3;1;8;40000000000.0;1756_3.0;10_CX_1;1155600;2311200;0.28;85
2225;1499;2023-11-07;542288096;250;100;21;0.11;1;CARTON_M;10;1;CX;1768;3.0;21;1;8;40000000000.0;1768_3.0;10_CX_1;525000;525000;0.11;86
2226;909;2023-11-07;542288117;250;100;23;0.115;4;CARTON_M;10;1;CX;1768;3.0;39;1;8;40000000000.0;1768_3.0;10_CX_1;575000;2300000;0.46;87
2227_1;2753;2023-11-07;519893407;250;100;17;0.137;1;CARTON_M;10;1;CX;1916;111.0;31;1;8;40000000000.0;1916_111.0;10_CX_1;425000;425000;0.274;88
2227_2;2753;2023-11-07;519893407;250;100;17;0.137;1;CARTON_M;10;1;CX;1916;111.0;31;1;8;40000000000.0;1916_111.0;10_CX_1;425000;425000;0.274;88
2228_1;2753;2023-11-07;549309128;250;100;18;0.147;2;CARTON_M;10;1;CX;1916;111.0;25;1;8;40000000000.0;1916_111.0;10_CX_1;450000;900000;0.588;89
2228_2;2753;2023-11-07;549309128;250;100;18;0.147;2;CARTON_M;10;1;CX;1916;111.0;25;1;8;40000000000.0;1916_111.0;10_CX_1;450000;900000;0.588;89
2229_1;2753;2023-11-07;519893386;250;100;16;0.13;1;CARTON_M;10;1;CX;1916;111.0;39;1;8;40000000000.0;1916_111.0;10_CX_1;400000;400000;0.26;90
2229_2;2753;2023-11-07;519893386;250;100;16;0.13;1;CARTON_M;10;1;CX;1916;111.0;39;1;8;40000000000.0;1916_111.0;10_CX_1;400000;400000;0.26;90
2230;1429;2023-11-07;533175866;279;255;57;0.083;1;CARTON_M;10;1;CX;1937;10.0;1;1;8;40000000000.0;1937_10.0;10_CX_1;4055265;4055265;0.083;91
2231;1429;2023-11-07;533175874;302;210;62;0.08;1;CARTON_M;10;1;CX;1937;10.0;6;1;8;40000000000.0;1937_10.0;10_CX_1;3932040;3932040;0.08;92
2232;1499;2023-11-07;533176201;272;164;15;0.095;2;CARTON_M;10;1;CX;1937;3.0;1;1;8;40000000000.0;1937_3.0;10_CX_1;669120;1338240;0.19;93
2233;1429;2023-11-07;533176201;272;164;15;0.095;1;CARTON_M;10;1;CX;1937;3.0;1;1;8;40000000000.0;1937_3.0;10_CX_1;669120;669120;0.095;94
2234;1499;2023-11-07;533176156;291;167;15;0.095;2;CARTON_M;10;1;CX;1937;3.0;5;1;8;40000000000.0;1937_3.0;10_CX_1;728955;1457910;0.19;95
2235;1429;2023-11-07;533176156;291;167;15;0.095;1;CARTON_M;10;1;CX;1937;3.0;5;1;8;40000000000.0;1937_3.0;10_CX_1;728955;728955;0.095;96
2236;1499;2023-11-07;533176236;400;300;6;0.057;5;CARTON_M;10;1;CX;1937;3.0;6;1;8;40000000000.0;1937_3.0;10_CX_1;720000;3600000;0.28500000000000003;97
2237;1499;2023-11-07;533176121;391;278;5;0.053;1;CARTON_M;10;1;CX;1937;3.0;3;1;8;40000000000.0;1937_3.0;10_CX_1;543490;543490;0.053;98
2238;2753;2023-11-07;542335366;334;246;15;0.15;8;CARTON_M;10;1;CX;1948;2.0;6;1;8;40000000000.0;1948_2.0;10_CX_1;1232460;9859680;1.2;99
2239;2753;2023-11-07;542335340;277;249;23;0.09;1;CARTON_M;10;1;CX;1948;2.0;5;1;8;40000000000.0;1948_2.0;10_CX_1;1586379;1586379;0.09;100
2240;3464;2023-11-07;542335340;277;249;23;0.09;1;CARTON_M;10;1;CX;1948;2.0;5;1;8;40000000000.0;1948_2.0;10_CX_1;1586379;1586379;0.09;101
2241;2753;2023-11-07;542335358;282;251;15;0.143;4;CARTON_M;10;1;CX;1948;2.0;1;1;8;40000000000.0;1948_2.0;10_CX_1;1061730;4246920;0.572;102
2242;1429;2023-11-07;548953552;250;100;50;0.17;1;CARTON_M;10;1;CX;205;95.0;24;1;8;40000000000.0;205_95.0;10_CX_1;1250000;1250000;0.17;103
2243;1499;2023-11-07;548953552;250;100;50;0.17;1;CARTON_M;10;1;CX;205;95.0;24;1;8;40000000000.0;205_95.0;10_CX_1;1250000;1250000;0.17;104
2244;906;2023-11-07;544697141;260;223;25;0.147;1;CARTON_M;10;1;CX;2284;2.0;3;1;8;40000000000.0;2284_2.0;10_CX_1;1449500;1449500;0.147;105
2245;870;2023-11-07;544697150;261;243;20;0.133;1;CARTON_M;10;1;CX;2284;2.0;5;1;8;40000000000.0;2284_2.0;10_CX_1;1268460;1268460;0.133;106
2246;1877;2023-11-07;544697150;261;243;20;0.133;1;CARTON_M;10;1;CX;2284;2.0;5;1;8;40000000000.0;2284_2.0;10_CX_1;1268460;1268460;0.133;107
2247;1877;2023-11-07;544697168;247;215;17;0.15;2;CARTON_M;10;1;CX;2284;2.0;1;1;8;40000000000.0;2284_2.0;10_CX_1;902785;1805570;0.3;108
2248;909;2023-11-07;549210734;277;281;35;0.16;1;CARTON_M;10;1;CX;2377;620.0;5;1;8;40000000000.0;2377_620.0;10_CX_1;2724295;2724295;0.16;109
2249;909;2023-11-07;549210718;295;282;15;0.16;1;CARTON_M;10;1;CX;2377;620.0;1;1;8;40000000000.0;2377_620.0;10_CX_1;1247850;1247850;0.16;110
2250;1499;2023-11-07;588601623;379;298;38;0.16;1;CARTON_M;10;1;CX;273;127.0;1;1;8;40000000000.0;273_127.0;10_CX_1;4291796;4291796;0.16;111
2251;1499;2023-11-07;588601607;344;287;46;0.16;1;CARTON_M;10;1;CX;273;127.0;3;1;8;40000000000.0;273_127.0;10_CX_1;4541488;4541488;0.16;112
2252;1429;2023-11-07;588601607;344;287;46;0.16;1;CARTON_M;10;1;CX;273;127.0;3;1;8;40000000000.0;273_127.0;10_CX_1;4541488;4541488;0.16;113
2253;1499;2023-11-07;588601615;372;294;29;0.16;3;CARTON_M;10;1;CX;273;127.0;5;1;8;40000000000.0;273_127.0;10_CX_1;3171672;9515016;0.48;114
2254;909;2023-11-07;542288184;321;186;20;0.08;1;CARTON_M;10;1;CX;2913;155.0;31;1;8;40000000000.0;2913_155.0;10_CX_1;1194120;1194120;0.08;115
2255;1499;2023-11-07;542288168;250;100;21;0.12;1;CARTON_M;10;1;CX;2913;155.0;24;1;8;40000000000.0;2913_155.0;10_CX_1;525000;525000;0.12;116
2256;909;2023-11-07;542288168;250;100;21;0.12;1;CARTON_M;10;1;CX;2913;155.0;24;1;8;40000000000.0;2913_155.0;10_CX_1;525000;525000;0.12;117
2257;1499;2023-11-07;546116718;250;100;70;0.2;1;CARTON_M;10;1;CX;344;155.0;39;1;8;40000000000.0;344_155.0;10_CX_1;1750000;1750000;0.2;118
2258;1429;2023-11-07;546116718;250;100;70;0.2;1;CARTON_M;10;1;CX;344;155.0;39;1;8;40000000000.0;344_155.0;10_CX_1;1750000;1750000;0.2;119
2259;909;2023-11-07;549185065;250;100;19;0.097;7;CARTON_M;10;1;CX;418;1.0;31;1;8;40000000000.0;418_1.0;10_CX_1;475000;3325000;0.679;120
2260;909;2023-11-07;549185057;250;100;21;0.092;7;CARTON_M;10;1;CX;418;1.0;39;1;8;40000000000.0;418_1.0;10_CX_1;525000;3675000;0.644;121
2261;909;2023-11-07;549185031;318;222;19;0.087;1;CARTON_M;10;1;CX;418;1.0;21;1;8;40000000000.0;418_1.0;10_CX_1;1341324;1341324;0.087;122
2262;909;2023-11-07;546965429;250;100;22;0.115;1;CARTON_M;10;1;CX;418;3.0;31;1;8;40000000000.0;418_3.0;10_CX_1;550000;550000;0.115;123
2263;909;2023-11-07;546965411;250;100;21;0.113;2;CARTON_M;10;1;CX;418;3.0;39;1;8;40000000000.0;418_3.0;10_CX_1;525000;1050000;0.226;124
2264;909;2023-11-07;546965373;250;100;23;0.113;18;CARTON_M;10;1;CX;418;95.0;39;1;8;40000000000.0;418_95.0;10_CX_1;575000;10350000;2.0340000000000003;125
2265;909;2023-11-07;546965365;250;100;21;0.108;6;CARTON_M;10;1;CX;418;95.0;24;1;8;40000000000.0;418_95.0;10_CX_1;525000;3150000;0.648;126
2266;909;2023-11-07;546965381;250;100;22;0.115;13;CARTON_M;10;1;CX;418;95.0;31;1;8;40000000000.0;418_95.0;10_CX_1;550000;7150000;1.495;127
2267;1499;2023-11-07;533175778;285;180;17;0.1;3;CARTON_M;10;1;CX;557;10.0;6;1;8;40000000000.0;557_10.0;10_CX_1;872100;2616300;0.30000000000000004;128
2268;909;2023-11-07;533175760;294;242;34;0.15;3;CARTON_M;10;1;CX;557;10.0;1;1;8;40000000000.0;557_10.0;10_CX_1;2419032;7257096;0.44999999999999996;129
2269;1499;2023-11-07;533175760;294;242;34;0.15;2;CARTON_M;10;1;CX;557;10.0;1;1;8;40000000000.0;557_10.0;10_CX_1;2419032;4838064;0.3;130
2270;909;2023-11-07;533175743;400;134;35;0.067;2;CARTON_M;10;1;CX;557;10.0;3;1;8;40000000000.0;557_10.0;10_CX_1;1876000;3752000;0.134;131
2271;1499;2023-11-07;533175751;260;286;37;0.16;8;CARTON_M;10;1;CX;557;10.0;5;1;8;40000000000.0;557_10.0;10_CX_1;2751320;22010560;1.28;132
2272;909;2023-11-07;533175751;260;286;37;0.16;1;CARTON_M;10;1;CX;557;10.0;5;1;8;40000000000.0;557_10.0;10_CX_1;2751320;2751320;0.16;133
2273;909;2023-11-07;602995261;253;241;19;0.058;4;CARTON_M;10;1;CX;557;222.0;3;1;8;40000000000.0;557_222.0;10_CX_1;1158487;4633948;0.232;134
2274;1429;2023-11-07;602995295;231;299;20;0.066;2;CARTON_M;10;1;CX;557;222.0;6;1;8;40000000000.0;557_222.0;10_CX_1;1381380;2762760;0.132;135
2275;1499;2023-11-07;533176050;286;159;19;0.05;1;CARTON_M;10;1;CX;557;3.0;6;1;8;40000000000.0;557_3.0;10_CX_1;864006;864006;0.05;136
2276;909;2023-11-07;533176033;272;151;21;0.03;2;CARTON_M;10;1;CX;557;3.0;5;1;8;40000000000.0;557_3.0;10_CX_1;862512;1725024;0.06;137
2277;909;2023-11-07;533176041;286;184;14;0.04;2;CARTON_M;10;1;CX;557;3.0;1;1;8;40000000000.0;557_3.0;10_CX_1;736736;1473472;0.08;138
2278;909;2023-11-07;533176017;253;286;40;0.15;1;CARTON_M;10;1;CX;557;3.0;3;1;8;40000000000.0;557_3.0;10_CX_1;2894320;2894320;0.15;139
2279;2103;2023-11-07;568171241;359;138;23;0.113;1;CARTON_M;10;1;CX;656;124.0;1;1;8;40000000000.0;656_124.0;10_CX_1;1139466;1139466;0.113;140
2280_1;1877;2023-11-07;547171233;250;100;9;0.087;2;CARTON_M;10;1;CX;668;299.0;1;1;8;40000000000.0;668_299.0;10_CX_1;225000;450000;0.348;141
2280_2;1877;2023-11-07;547171233;250;100;9;0.087;2;CARTON_M;10;1;CX;668;299.0;1;1;8;40000000000.0;668_299.0;10_CX_1;225000;450000;0.348;141
2281_1;1877;2023-11-07;547171241;250;100;8;0.088;3;CARTON_M;10;1;CX;668;299.0;17;1;8;40000000000.0;668_299.0;10_CX_1;200000;600000;0.528;142
2281_2;1877;2023-11-07;547171241;250;100;8;0.088;3;CARTON_M;10;1;CX;668;299.0;17;1;8;40000000000.0;668_299.0;10_CX_1;200000;600000;0.528;142
2282_1;906;2023-11-07;547171241;250;100;8;0.088;1;CARTON_M;10;1;CX;668;299.0;17;1;8;40000000000.0;668_299.0;10_CX_1;200000;200000;0.176;143
2282_2;906;2023-11-07;547171241;250;100;8;0.088;1;CARTON_M;10;1;CX;668;299.0;17;1;8;40000000000.0;668_299.0;10_CX_1;200000;200000;0.176;143
2283_1;906;2023-11-07;547171145;295;223;16;0.05;2;CARTON_M;10;1;CX;668;3.0;17;1;8;40000000000.0;668_3.0;10_CX_1;1052560;2105120;0.2;144
2283_2;906;2023-11-07;547171145;295;223;16;0.05;2;CARTON_M;10;1;CX;668;3.0;17;1;8;40000000000.0;668_3.0;10_CX_1;1052560;2105120;0.2;144
2284_1;906;2023-11-07;547171153;250;100;11;0.083;2;CARTON_M;10;1;CX;668;3.0;1;1;8;40000000000.0;668_3.0;10_CX_1;275000;550000;0.332;145
2284_2;906;2023-11-07;547171153;250;100;11;0.083;2;CARTON_M;10;1;CX;668;3.0;1;1;8;40000000000.0;668_3.0;10_CX_1;275000;550000;0.332;145
2285_1;1877;2023-11-07;547171153;250;100;11;0.083;2;CARTON_M;10;1;CX;668;3.0;1;1;8;40000000000.0;668_3.0;10_CX_1;275000;550000;0.332;146
2285_2;1877;2023-11-07;547171153;250;100;11;0.083;2;CARTON_M;10;1;CX;668;3.0;1;1;8;40000000000.0;668_3.0;10_CX_1;275000;550000;0.332;146
2286_1;906;2023-11-07;538881276;300;100;17;0.143;4;CARTON_M;10;1;CX;735;299.0;5;1;8;40000000000.0;735_299.0;10_CX_1;510000;2040000;1.144;147
2286_2;906;2023-11-07;538881276;300;100;17;0.143;4;CARTON_M;10;1;CX;735;299.0;5;1;8;40000000000.0;735_299.0;10_CX_1;510000;2040000;1.144;147
2287_1;870;2023-11-07;520720298;300;100;20;0.153;3;CARTON_M;10;1;CX;735;3.0;5;1;8;40000000000.0;735_3.0;10_CX_1;600000;1800000;0.9179999999999999;148
2287_2;870;2023-11-07;520720298;300;100;20;0.153;3;CARTON_M;10;1;CX;735;3.0;5;1;8;40000000000.0;735_3.0;10_CX_1;600000;1800000;0.9179999999999999;148
2288_1;1877;2023-11-07;520720298;300;100;20;0.153;1;CARTON_M;10;1;CX;735;3.0;5;1;8;40000000000.0;735_3.0;10_CX_1;600000;600000;0.306;149
2288_2;1877;2023-11-07;520720298;300;100;20;0.153;1;CARTON_M;10;1;CX;735;3.0;5;1;8;40000000000.0;735_3.0;10_CX_1;600000;600000;0.306;149
2289_1;1877;2023-11-07;546632851;300;100;18;0.168;3;CARTON_M;10;1;CX;735;3.0;6;1;8;40000000000.0;735_3.0;10_CX_1;540000;1620000;1.008;150
2289_2;1877;2023-11-07;546632851;300;100;18;0.168;3;CARTON_M;10;1;CX;735;3.0;6;1;8;40000000000.0;735_3.0;10_CX_1;540000;1620000;1.008;150
2290_1;1877;2023-11-07;520720327;300;100;35;0.22;2;CARTON_M;10;1;CX;735;3.0;1;1;8;40000000000.0;735_3.0;10_CX_1;1050000;2100000;0.88;151
2290_2;1877;2023-11-07;520720327;300;100;35;0.22;2;CARTON_M;10;1;CX;735;3.0;1;1;8;40000000000.0;735_3.0;10_CX_1;1050000;2100000;0.88;151
2291;1429;2023-11-07;516276833;359;176;49;0.09;1;CARTON_M;10;1;CX;736;10.0;31;1;8;40000000000.0;736_10.0;10_CX_1;3096016;3096016;0.09;152
2292;909;2023-11-07;516276833;359;176;49;0.09;1;CARTON_M;10;1;CX;736;10.0;31;1;8;40000000000.0;736_10.0;10_CX_1;3096016;3096016;0.09;153
2293;909;2023-11-07;516276809;313;170;46;0.07;1;CARTON_M;10;1;CX;736;10.0;39;1;8;40000000000.0;736_10.0;10_CX_1;2447660;2447660;0.07;154
2294;1499;2023-11-07;516276809;313;170;46;0.07;1;CARTON_M;10;1;CX;736;10.0;39;1;8;40000000000.0;736_10.0;10_CX_1;2447660;2447660;0.07;155
