id;Ordem_de_produção;Data_da_ordem_de_produção;Produto;Comprimento_unit;Largura_unit;Altura_unit;Peso_unit;Peças;Caixa_padrão;Loja;Classe_de_onda;Tipo_de_buffer;Item_pai;Cor;Tamanho;Inner;Rota;Capacidade;pai_cor;chave_loja_buffer_onda;Volume_unit;Volume_total;Peso_total;item_loja;Pecas_alocadas;Amt_in_bin;bin_index
43186;5900;2023-11-13;883911704;387;290;26;0.16;5;CARTON_M;2;3;EN;200;4.0;13;1;11;27200000000.0;200_4.0;2_EN_3;2917980;14589900;0.8;1764;5;28;184
43192;8365;2023-11-13;883911641;394;223;23;0.17;7;CARTON_M;2;3;EN;200;92.0;3;1;11;27200000000.0;200_92.0;2_EN_3;2020826;14145782;1.1900000000000002;1770;7;28;184
43202;5665;2023-11-13;890464068;473;268;23;0.25;5;CARTON_M;2;3;EN;2104;255.0;3;1;11;27200000000.0;2104_255.0;2_EN_3;2915572;14577860;1.25;1780;5;21;185
43167;11162;2023-11-13;853244605;440;306;35;0.37;3;CARTON_M;2;3;EN;1111;4.0;1;1;11;27200000000.0;1111_4.0;2_EN_3;4712400;14137200;1.1099999999999999;1745;3;21;185
43173;3359;2023-11-13;877864155;426;317;26;0.28;4;CARTON_M;2;3;EN;1168;9.0;6;1;11;27200000000.0;1168_9.0;2_EN_3;3511092;14044368;1.12;1751;4;21;185
43241;10149;2023-11-13;890464156;438;305;26;0.17;4;CARTON_M;2;3;EN;642;255.0;1;1;11;27200000000.0;642_255.0;2_EN_3;3473340;13893360;0.68;1819;4;21;185
43196;8675;2023-11-13;879735470;366;268;45;0.32;3;CARTON_M;2;3;EN;2040;194.0;13;1;11;27200000000.0;2040_194.0;2_EN_3;4413960;13241880;0.96;1774;3;21;185
43190;438;2023-11-13;883911755;471;215;21;0.21;2;CARTON_M;2;3;EN;200;92.0;6;1;11;27200000000.0;200_92.0;2_EN_3;2126565;4253130;0.42;1768;2;21;185
43877;3518;2023-11-13;834057097;377;265;48;0.38;3;CARTON_M;33;3;EN;218;4.0;1;1;1;inf;218_4.0;33_EN_3;4795440;14386320;1.1400000000000001;1077;3;25;186
43868;6585;2023-11-13;883911667;469;241;19;0.19;6;CARTON_M;33;3;EN;200;4.0;1;1;1;inf;200_4.0;33_EN_3;2147551;12885306;1.1400000000000001;1068;6;25;186
43875;222;2023-11-13;834057100;383;240;63;0.36;2;CARTON_M;33;3;EN;218;4.0;5;1;1;inf;218_4.0;33_EN_3;5790960;11581920;0.72;1075;2;25;186
43871;222;2023-11-13;879062711;436;287;25;0.18;3;CARTON_M;33;3;EN;218;100.0;6;1;1;inf;218_100.0;33_EN_3;3128300;9384900;0.54;1071;3;25;186
43872;222;2023-11-13;834057142;420;267;32;0.25;2;CARTON_M;33;3;EN;218;100.0;5;1;1;inf;218_100.0;33_EN_3;3588480;7176960;0.5;1072;2;25;186
43878;222;2023-11-13;834057097;377;265;48;0.38;1;CARTON_M;33;3;EN;218;4.0;1;1;1;inf;218_4.0;33_EN_3;4795440;4795440;0.38;1078;1;25;186
43873;3518;2023-11-13;834057142;420;267;32;0.25;1;CARTON_M;33;3;EN;218;100.0;5;1;1;inf;218_100.0;33_EN_3;3588480;3588480;0.25;1073;1;25;186
43874;222;2023-11-13;834057071;485;280;23;0.24;1;CARTON_M;33;3;EN;218;100.0;3;1;1;inf;218_100.0;33_EN_3;3123400;3123400;0.24;1074;1;25;186
47054;10152;2023-11-14;843672075;511;251;11;0.094;6;CARTON_M;33;3;EN;563;225.0;6;1;1;inf;563_225.0;33_EN_3;1410871;8465226;0.5640000000000001;1240;6;25;186
43759;5000;2023-11-13;879735461;404;329;33;0.35;3;CARTON_M;31;3;EN;2040;194.0;3;1;10;27200000000.0;2040_194.0;31_EN_3;4386228;13158684;1.0499999999999998;1418;3;25;187
43751;6585;2023-11-13;883911667;469;241;19;0.19;6;CARTON_M;31;3;EN;200;4.0;1;1;10;27200000000.0;200_4.0;31_EN_3;2147551;12885306;1.1400000000000001;1410;6;25;187
43758;11586;2023-11-13;883911624;426;222;22;0.19;6;CARTON_M;31;3;EN;200;92.0;1;1;10;27200000000.0;200_92.0;31_EN_3;2080584;12483504;1.1400000000000001;1417;6;25;187
43763;5665;2023-11-13;890464068;473;268;23;0.25;4;CARTON_M;31;3;EN;2104;255.0;3;1;10;27200000000.0;2104_255.0;31_EN_3;2915572;11662288;1.0;1422;4;25;187
43809;819;2023-11-13;843679103;441;251;52;0.293;2;CARTON_M;31;3;EN;700;9.0;13;1;10;27200000000.0;700_9.0;31_EN_3;5755932;11511864;0.586;1468;2;25;187
43797;6808;2023-11-13;832249087;460;277;29;0.23;3;CARTON_M;31;3;EN;580;4.0;13;1;10;27200000000.0;580_4.0;31_EN_3;3695180;11085540;0.6900000000000001;1456;3;25;187
43814;1003;2023-11-13;883911077;408;260;20;0.11;1;CARTON_M;31;3;EN;839;4.0;6;1;10;27200000000.0;839_4.0;31_EN_3;2121600;2121600;0.11;1473;1;25;187
43187;6585;2023-11-13;883911667;469;241;19;0.19;6;CARTON_M;2;3;EN;200;4.0;1;1;11;27200000000.0;200_4.0;2_EN_3;2147551;12885306;1.1400000000000001;1765;6;31;188
43194;11586;2023-11-13;883911624;426;222;22;0.19;6;CARTON_M;2;3;EN;200;92.0;1;1;11;27200000000.0;200_92.0;2_EN_3;2080584;12483504;1.1400000000000001;1772;6;31;188
43193;10131;2023-11-13;883911659;366;227;23;0.17;5;CARTON_M;2;3;EN;200;92.0;13;1;11;27200000000.0;200_92.0;2_EN_3;1910886;9554430;0.8500000000000001;1771;5;31;188
43209;1521;2023-11-13;879062711;436;287;25;0.18;3;CARTON_M;2;3;EN;218;100.0;6;1;11;27200000000.0;218_100.0;2_EN_3;3128300;9384900;0.54;1787;3;31;188
43246;7122;2023-11-13;883911085;420;235;19;0.09;5;CARTON_M;2;3;EN;839;4.0;13;1;11;27200000000.0;839_4.0;2_EN_3;1875300;9376500;0.44999999999999996;1824;5;31;188
43239;736;2023-11-13;890464181;480;292;31;0.14;2;CARTON_M;2;3;EN;642;255.0;13;1;11;27200000000.0;642_255.0;2_EN_3;4344960;8689920;0.28;1817;2;31;188
43221;11514;2023-11-13;891046343;376;281;41;0.3;2;CARTON_M;2;3;EN;2309;602.0;3;1;11;27200000000.0;2309_602.0;2_EN_3;4331896;8663792;0.6;1799;2;31;188
43244;1003;2023-11-13;883911077;408;260;20;0.11;2;CARTON_M;2;3;EN;839;4.0;6;1;11;27200000000.0;839_4.0;2_EN_3;2121600;4243200;0.22;1822;2;31;188
23800_3;6809;2023-11-13;834050602;251;205;57;0.155;4;CARTON_M;3;9;CX;2313;41.0;12;1;5;27200000000.0;2313_41.0;3_CX_9;2932935;11731740;1.8599999999999999;608;4;65;189
23784;8714;2023-11-13;886246851;446;293;16;0.095;3;CARTON_M;3;9;CX;1296;18.0;3;1;5;27200000000.0;1296_18.0;3_CX_9;2090848;6272544;0.28500000000000003;592;3;65;189
23796_1;7165;2023-11-13;879728245;118;265;21;0.09;9;CARTON_M;3;9;CX;2306;168.0;12;1;5;27200000000.0;2306_168.0;3_CX_9;656670;5910030;3.2399999999999998;604;9;65;189
23796_2;7165;2023-11-13;879728245;118;265;21;0.09;9;CARTON_M;3;9;CX;2306;168.0;12;1;5;27200000000.0;2306_168.0;3_CX_9;656670;5910030;3.2399999999999998;604;9;65;189
23796_3;7165;2023-11-13;879728245;118;265;21;0.09;9;CARTON_M;3;9;CX;2306;168.0;12;1;5;27200000000.0;2306_168.0;3_CX_9;656670;5910030;3.2399999999999998;604;9;65;189
23796_4;7165;2023-11-13;879728245;118;265;21;0.09;9;CARTON_M;3;9;CX;2306;168.0;12;1;5;27200000000.0;2306_168.0;3_CX_9;656670;5910030;3.2399999999999998;604;9;65;189
23798_4;10922;2023-11-13;879728229;97;240;17;0.1;10;CARTON_M;3;9;CX;2306;724.0;12;1;5;27200000000.0;2306_724.0;3_CX_9;395760;3957600;4.0;606;10;65;189
23805_1;1008;2023-11-13;637822917;294;172;10;0.073;7;CARTON_M;3;9;CX;842;18.0;17;1;5;27200000000.0;842_18.0;3_CX_9;505680;3539760;2.044;613;7;65;189
23799_2;11283;2023-11-13;879728229;97;240;17;0.1;4;CARTON_M;3;9;CX;2306;724.0;12;1;5;27200000000.0;2306_724.0;3_CX_9;395760;1583040;1.6;607;4;65;189
28653;444;2023-11-14;552909458;300;297;30;0.22;1;CARTON_M;3;9;CX;151;3.0;3;1;5;27200000000.0;151_3.0;3_CX_9;2673000;2673000;0.22;981;1;65;189
43750;5872;2023-11-13;883911675;436;318;35;0.18;2;CARTON_M;31;3;EN;200;4.0;5;1;10;27200000000.0;200_4.0;31_EN_3;4852680;9705360;0.36;1409;2;23;190
43771;8881;2023-11-13;883911501;426;281;20;0.13;4;CARTON_M;31;3;EN;2114;9.0;5;1;10;27200000000.0;2114_9.0;31_EN_3;2394120;9576480;0.52;1430;4;23;190
43815;6953;2023-11-13;883911051;422;241;18;0.1;5;CARTON_M;31;3;EN;839;4.0;5;1;10;27200000000.0;839_4.0;31_EN_3;1830636;9153180;0.5;1474;5;23;190
43762;10959;2023-11-13;879735453;410;330;33;0.36;2;CARTON_M;31;3;EN;2040;194.0;5;1;10;27200000000.0;2040_194.0;31_EN_3;4464900;8929800;0.72;1421;2;23;190
43749;5900;2023-11-13;883911704;387;290;26;0.16;3;CARTON_M;31;3;EN;200;4.0;13;1;10;27200000000.0;200_4.0;31_EN_3;2917980;8753940;0.48;1408;3;23;190
43765;5910;2023-11-13;890464041;483;266;21;0.27;3;CARTON_M;31;3;EN;2104;255.0;1;1;10;27200000000.0;2104_255.0;31_EN_3;2698038;8094114;0.81;1424;3;23;190
43773;7939;2023-11-13;883900600;470;232;74;0.16;1;CARTON_M;31;3;EN;218;194.0;6;1;10;27200000000.0;218_194.0;31_EN_3;8068960;8068960;0.16;1432;1;23;190
43779;7441;2023-11-13;891046327;400;265;37;0.33;2;CARTON_M;31;3;EN;2309;602.0;1;1;10;27200000000.0;2309_602.0;31_EN_3;3922000;7844000;0.66;1438;2;23;190
43777;11114;2023-11-13;883900562;457;283;41;0.14;1;CARTON_M;31;3;EN;218;194.0;1;1;10;27200000000.0;218_194.0;31_EN_3;5302571;5302571;0.14;1436;1;23;190
43183;4294;2023-11-13;890470396;473;305;60;0.49;1;CARTON_M;2;3;EN;1529;319.0;1;1;11;27200000000.0;1529_319.0;2_EN_3;8655900;8655900;0.49;1761;1;29;191
43199;5738;2023-11-13;890464050;491;251;11;0.27;6;CARTON_M;2;3;EN;2104;255.0;5;1;11;27200000000.0;2104_255.0;2_EN_3;1355651;8133906;1.62;1777;6;29;191
43213;7990;2023-11-13;883900597;479;219;38;0.1;2;CARTON_M;2;3;EN;218;194.0;13;1;11;27200000000.0;218_194.0;2_EN_3;3986238;7972476;0.2;1791;2;29;191
43219;7441;2023-11-13;891046327;400;265;37;0.33;2;CARTON_M;2;3;EN;2309;602.0;1;1;11;27200000000.0;2309_602.0;2_EN_3;3922000;7844000;0.66;1797;2;29;191
43208;10518;2023-11-13;883911528;422;290;16;0.11;4;CARTON_M;2;3;EN;2114;9.0;13;1;11;27200000000.0;2114_9.0;2_EN_3;1958080;7832320;0.44;1786;4;29;191
43247;8279;2023-11-13;883911131;425;250;18;0.11;4;CARTON_M;2;3;EN;839;4.0;1;1;11;27200000000.0;839_4.0;2_EN_3;1912500;7650000;0.44;1825;4;29;191
43228;9321;2023-11-13;883883459;432;242;18;0.14;4;CARTON_M;2;3;EN;46;30.0;6;1;11;27200000000.0;46_30.0;2_EN_3;1881792;7527168;0.56;1806;4;29;191
43231;6808;2023-11-13;832249087;460;277;29;0.23;2;CARTON_M;2;3;EN;580;4.0;13;1;11;27200000000.0;580_4.0;2_EN_3;3695180;7390360;0.46;1809;2;29;191
43234;643;2023-11-13;882190440;474;256;30;0.27;2;CARTON_M;2;3;EN;580;9.0;6;1;11;27200000000.0;580_9.0;2_EN_3;3640320;7280640;0.54;1812;2;29;191
43237;11034;2023-11-13;882190431;449;275;17;0.22;2;CARTON_M;2;3;EN;580;9.0;13;1;11;27200000000.0;580_9.0;2_EN_3;2099075;4198150;0.44;1815;2;29;191
43818;11526;2023-11-13;883911069;428;242;15;0.093;5;CARTON_M;31;3;EN;839;4.0;3;1;10;27200000000.0;839_4.0;31_EN_3;1553640;7768200;0.46499999999999997;1477;5;34;192
43793;9321;2023-11-13;883883459;432;242;18;0.14;4;CARTON_M;31;3;EN;46;30.0;6;1;10;27200000000.0;46_30.0;31_EN_3;1881792;7527168;0.56;1452;4;34;192
43764;5738;2023-11-13;890464050;491;251;11;0.27;5;CARTON_M;31;3;EN;2104;255.0;5;1;10;27200000000.0;2104_255.0;31_EN_3;1355651;6778255;1.35;1423;5;34;192
43784;9523;2023-11-13;843679197;490;284;46;0.233;1;CARTON_M;31;3;EN;2532;4.0;13;1;10;27200000000.0;2532_4.0;31_EN_3;6401360;6401360;0.233;1443;1;34;192
43802;11034;2023-11-13;882190431;449;275;17;0.22;3;CARTON_M;31;3;EN;580;9.0;13;1;10;27200000000.0;580_9.0;31_EN_3;2099075;6297225;0.66;1461;3;34;192
43756;8365;2023-11-13;883911641;394;223;23;0.17;3;CARTON_M;31;3;EN;200;92.0;3;1;10;27200000000.0;200_92.0;31_EN_3;2020826;6062478;0.51;1415;3;34;192
43736;11446;2023-11-13;877864219;417;261;27;0.25;2;CARTON_M;31;3;EN;1168;9.0;13;1;10;27200000000.0;1168_9.0;31_EN_3;2938599;5877198;0.5;1395;2;34;192
43757;10131;2023-11-13;883911659;366;227;23;0.17;3;CARTON_M;31;3;EN;200;92.0;13;1;10;27200000000.0;200_92.0;31_EN_3;1910886;5732658;0.51;1416;3;34;192
43754;201;2023-11-13;883911632;395;219;22;0.18;3;CARTON_M;31;3;EN;200;92.0;5;1;10;27200000000.0;200_92.0;31_EN_3;1903110;5709330;0.54;1413;3;34;192
43752;9423;2023-11-13;883911683;417;287;22;0.17;2;CARTON_M;31;3;EN;200;4.0;3;1;10;27200000000.0;200_4.0;31_EN_3;2632938;5265876;0.34;1411;2;34;192
43778;6799;2023-11-13;891046351;418;234;47;0.29;1;CARTON_M;31;3;EN;2309;602.0;13;1;10;27200000000.0;2309_602.0;31_EN_3;4597164;4597164;0.29;1437;1;34;192
43722;3102;2023-11-13;853244630;395;279;41;0.3;1;CARTON_M;31;3;EN;1111;4.0;13;1;10;27200000000.0;1111_4.0;31_EN_3;4518405;4518405;0.3;1381;1;34;192
43768;6031;2023-11-13;883911472;421;275;18;0.15;1;CARTON_M;31;3;EN;2114;9.0;6;1;10;27200000000.0;2114_9.0;31_EN_3;2083950;2083950;0.15;1427;1;34;192
43205;5710;2023-11-13;883911481;417;284;20;0.14;3;CARTON_M;2;3;EN;2114;9.0;1;1;11;27200000000.0;2114_9.0;2_EN_3;2368560;7105680;0.42000000000000004;1783;3;23;193
43227;7355;2023-11-13;883883491;425;271;14;0.11;4;CARTON_M;2;3;EN;46;30.0;13;1;11;27200000000.0;46_30.0;2_EN_3;1612450;6449800;0.44;1805;4;23;193
43222;271;2023-11-13;718847155;298;159;45;0.233;3;CARTON_M;2;3;EN;262;4.0;13;1;11;27200000000.0;262_4.0;2_EN_3;2132190;6396570;0.6990000000000001;1800;3;23;193
43165;2389;2023-11-13;853244621;434;315;22;0.32;2;CARTON_M;2;3;EN;1111;4.0;3;1;11;27200000000.0;1111_4.0;2_EN_3;3007620;6015240;0.64;1743;2;23;193
43201;6001;2023-11-13;890464076;497;267;22;0.24;2;CARTON_M;2;3;EN;2104;255.0;13;1;11;27200000000.0;2104_255.0;2_EN_3;2919378;5838756;0.48;1779;2;23;193
43229;3317;2023-11-13;832249044;453;295;30;0.27;1;CARTON_M;2;3;EN;580;4.0;6;1;11;27200000000.0;580_4.0;2_EN_3;4009050;4009050;0.27;1807;1;23;193
43189;10688;2023-11-13;883911691;306;290;22;0.21;2;CARTON_M;2;3;EN;200;4.0;6;1;11;27200000000.0;200_4.0;2_EN_3;1952280;3904560;0.42;1767;2;23;193
43212;11322;2023-11-13;834057071;485;280;23;0.24;1;CARTON_M;2;3;EN;218;100.0;3;1;11;27200000000.0;218_100.0;2_EN_3;3123400;3123400;0.24;1790;1;23;193
43203;7555;2023-11-13;890464033;495;260;22;0.28;1;CARTON_M;2;3;EN;2104;255.0;6;1;11;27200000000.0;2104_255.0;2_EN_3;2831400;2831400;0.28;1781;1;23;193
45569;6903;2023-11-14;843662791;416;260;67;0.355;4;CARTON_M;2;3;EN;957;94.0;13;1;11;27200000000.0;957_94.0;2_EN_3;7246720;28986880;1.42;2048;4;23;193
43788;416;2023-11-13;877863208;456;264;37;0.34;1;CARTON_M;31;3;EN;398;4.0;13;1;10;27200000000.0;398_4.0;31_EN_3;4454208;4454208;0.34;1447;1;14;194
43760;8675;2023-11-13;879735470;366;268;45;0.32;1;CARTON_M;31;3;EN;2040;194.0;13;1;10;27200000000.0;2040_194.0;31_EN_3;4413960;4413960;0.32;1419;1;14;194
43804;736;2023-11-13;890464181;480;292;31;0.14;1;CARTON_M;31;3;EN;642;255.0;13;1;10;27200000000.0;642_255.0;31_EN_3;4344960;4344960;0.14;1463;1;14;194
43816;7122;2023-11-13;883911085;420;235;19;0.09;2;CARTON_M;31;3;EN;839;4.0;13;1;10;27200000000.0;839_4.0;31_EN_3;1875300;3750600;0.18;1475;2;14;194
43805;7474;2023-11-13;890464199;442;286;28;0.18;1;CARTON_M;31;3;EN;642;255.0;6;1;10;27200000000.0;642_255.0;31_EN_3;3539536;3539536;0.18;1464;1;14;194
43753;10688;2023-11-13;883911691;306;290;22;0.21;1;CARTON_M;31;3;EN;200;4.0;6;1;10;27200000000.0;200_4.0;31_EN_3;1952280;1952280;0.21;1412;1;14;194
46854;2399;2023-11-14;847257645;469;225;74;0.59;6;CARTON_M;31;3;EN;991;207.0;4;1;10;27200000000.0;991_207.0;31_EN_3;7808850;46853100;3.54;1713;6;14;194
46804;349;2023-11-14;846047558;533;180;63;0.41;1;CARTON_M;31;3;EN;336;94.0;13;1;10;27200000000.0;336_94.0;31_EN_3;6044220;6044220;0.41;1663;1;14;194
23805_2;1008;2023-11-13;637822917;294;172;10;0.073;7;CARTON_M;3;9;CX;842;18.0;17;1;5;27200000000.0;842_18.0;3_CX_9;505680;3539760;2.044;613;7;72;195
23805_3;1008;2023-11-13;637822917;294;172;10;0.073;7;CARTON_M;3;9;CX;842;18.0;17;1;5;27200000000.0;842_18.0;3_CX_9;505680;3539760;2.044;613;7;72;195
23805_4;1008;2023-11-13;637822917;294;172;10;0.073;7;CARTON_M;3;9;CX;842;18.0;17;1;5;27200000000.0;842_18.0;3_CX_9;505680;3539760;2.044;613;7;72;195
23804_1;10063;2023-11-13;807658639;271;183;10;0.08;6;CARTON_M;3;9;CX;2832;713.0;12;1;5;27200000000.0;2832_713.0;3_CX_9;495930;2975580;1.92;612;6;72;195
23804_2;10063;2023-11-13;807658639;271;183;10;0.08;6;CARTON_M;3;9;CX;2832;713.0;12;1;5;27200000000.0;2832_713.0;3_CX_9;495930;2975580;1.92;612;6;72;195
23804_3;10063;2023-11-13;807658639;271;183;10;0.08;6;CARTON_M;3;9;CX;2832;713.0;12;1;5;27200000000.0;2832_713.0;3_CX_9;495930;2975580;1.92;612;6;72;195
23804_4;10063;2023-11-13;807658639;271;183;10;0.08;6;CARTON_M;3;9;CX;2832;713.0;12;1;5;27200000000.0;2832_713.0;3_CX_9;495930;2975580;1.92;612;6;72;195
23799_3;11283;2023-11-13;879728229;97;240;17;0.1;4;CARTON_M;3;9;CX;2306;724.0;12;1;5;27200000000.0;2306_724.0;3_CX_9;395760;1583040;1.6;607;4;72;195
23799_4;11283;2023-11-13;879728229;97;240;17;0.1;4;CARTON_M;3;9;CX;2306;724.0;12;1;5;27200000000.0;2306_724.0;3_CX_9;395760;1583040;1.6;607;4;72;195
23797_2;6785;2023-11-13;879728202;96;236;16;0.1;3;CARTON_M;3;9;CX;2306;18.0;12;1;5;27200000000.0;2306_18.0;3_CX_9;362496;1087488;1.2000000000000002;605;3;72;195
23797_3;6785;2023-11-13;879728202;96;236;16;0.1;3;CARTON_M;3;9;CX;2306;18.0;12;1;5;27200000000.0;2306_18.0;3_CX_9;362496;1087488;1.2000000000000002;605;3;72;195
23797_4;6785;2023-11-13;879728202;96;236;16;0.1;3;CARTON_M;3;9;CX;2306;18.0;12;1;5;27200000000.0;2306_18.0;3_CX_9;362496;1087488;1.2000000000000002;605;3;72;195
28655;3114;2023-11-14;638467857;404;256;30;0.23;10;CARTON_M;3;9;CX;1524;54.0;6;1;5;27200000000.0;1524_54.0;3_CX_9;3102720;31027200;2.3000000000000003;983;10;72;195
46819;6927;2023-11-14;856250541;418;276;139;0.79;11;CARTON_M;31;3;EN;518;207.0;3;1;10;27200000000.0;518_207.0;31_EN_3;16036152;176397672;8.690000000000001;1678;11;11;196
47042;6927;2023-11-14;856250541;418;276;139;0.79;11;CARTON_M;33;3;EN;518;207.0;3;1;1;inf;518_207.0;33_EN_3;16036152;176397672;8.690000000000001;1228;11;11;197
46761;10143;2023-11-14;858666049;531;309;73;0.62;14;CARTON_M;31;3;EN;2009;234.0;3;1;10;27200000000.0;2009_234.0;31_EN_3;11977767;167688738;8.68;1620;14;14;198
45496;10143;2023-11-14;858666049;531;309;73;0.62;13;CARTON_M;2;3;EN;2009;234.0;3;1;11;27200000000.0;2009_234.0;2_EN_3;11977767;155710971;8.06;1975;13;13;199
46762;206;2023-11-14;843662723;449;235;120;0.65;12;CARTON_M;31;3;EN;203;94.0;24;1;10;27200000000.0;203_94.0;31_EN_3;12661800;151941600;7.800000000000001;1621;12;12;200
46970;206;2023-11-14;843662723;449;235;120;0.65;12;CARTON_M;33;3;EN;203;94.0;24;1;1;inf;203_94.0;33_EN_3;12661800;151941600;7.800000000000001;1156;12;12;201
46834;7595;2023-11-14;843672041;483;221;67;0.565;20;CARTON_M;31;3;EN;563;4.0;5;1;10;27200000000.0;563_4.0;31_EN_3;7151781;143035620;11.299999999999999;1693;20;20;202
46766;9748;2023-11-14;843662731;462;241;105;0.62;12;CARTON_M;31;3;EN;203;94.0;21;1;10;27200000000.0;203_94.0;31_EN_3;11690910;140290920;7.4399999999999995;1625;12;12;203
46974;9748;2023-11-14;843662731;462;241;105;0.62;12;CARTON_M;33;3;EN;203;94.0;21;1;1;inf;203_94.0;33_EN_3;11690910;140290920;7.4399999999999995;1160;12;12;204
46760;6625;2023-11-14;858666031;535;299;67;0.645;13;CARTON_M;31;3;EN;2009;234.0;5;1;10;27200000000.0;2009_234.0;31_EN_3;10717655;139329515;8.385;1619;13;13;205
46775;6577;2023-11-14;843676957;485;206;67;0.31;20;CARTON_M;31;3;EN;214;9.0;1;1;10;27200000000.0;214_9.0;31_EN_3;6693970;133879400;6.2;1634;20;20;206
46969;10143;2023-11-14;858666049;531;309;73;0.62;11;CARTON_M;33;3;EN;2009;234.0;3;1;1;inf;2009_234.0;33_EN_3;11977767;131755437;6.82;1155;11;11;207
46767;10642;2023-11-14;843662686;445;224;123;0.61;10;CARTON_M;31;3;EN;203;94.0;4;1;10;27200000000.0;203_94.0;31_EN_3;12260640;122606400;6.1;1626;10;10;208
46975;10642;2023-11-14;843662686;445;224;123;0.61;10;CARTON_M;33;3;EN;203;94.0;4;1;1;inf;203_94.0;33_EN_3;12260640;122606400;6.1;1161;10;10;209
47057;7595;2023-11-14;843672041;483;221;67;0.565;17;CARTON_M;33;3;EN;563;4.0;5;1;1;inf;563_4.0;33_EN_3;7151781;121580277;9.604999999999999;1243;17;17;210
46772;8186;2023-11-14;843676990;514;204;64;0.31;18;CARTON_M;31;3;EN;214;4.0;1;1;10;27200000000.0;214_4.0;31_EN_3;6710784;120794112;5.58;1631;18;18;211
46847;11009;2023-11-14;843662774;480;284;52;0.39;17;CARTON_M;31;3;EN;957;94.0;5;1;10;27200000000.0;957_94.0;31_EN_3;7088640;120506880;6.63;1706;17;17;212
46827;616;2023-11-14;843672083;475;271;71;0.53;13;CARTON_M;31;3;EN;563;225.0;1;1;10;27200000000.0;563_225.0;31_EN_3;9139475;118813175;6.890000000000001;1686;13;13;213
45495;6625;2023-11-14;858666031;535;299;67;0.645;11;CARTON_M;2;3;EN;2009;234.0;5;1;11;27200000000.0;2009_234.0;2_EN_3;10717655;117894205;7.095000000000001;1974;11;11;214
46777;10089;2023-11-14;843676965;481;190;58;0.29;22;CARTON_M;31;3;EN;214;9.0;5;1;10;27200000000.0;214_9.0;31_EN_3;5300620;116613640;6.38;1636;22;22;215
45497;206;2023-11-14;843662723;449;235;120;0.65;9;CARTON_M;2;3;EN;203;94.0;24;1;11;27200000000.0;203_94.0;2_EN_3;12661800;113956200;5.8500000000000005;1976;9;9;216
45571;11009;2023-11-14;843662774;480;284;52;0.39;16;CARTON_M;2;3;EN;957;94.0;5;1;11;27200000000.0;957_94.0;2_EN_3;7088640;113418240;6.24;2050;16;16;217
45544;6927;2023-11-14;856250541;418;276;139;0.79;7;CARTON_M;2;3;EN;518;207.0;3;1;11;27200000000.0;518_207.0;2_EN_3;16036152;112253064;5.53;2023;7;7;218
46836;11659;2023-11-14;843672024;496;270;68;0.59;12;CARTON_M;31;3;EN;563;4.0;1;1;10;27200000000.0;563_4.0;31_EN_3;9106560;109278720;7.08;1695;12;12;219
46770;4485;2023-11-14;843677010;482;204;58;0.3;19;CARTON_M;31;3;EN;214;4.0;5;1;10;27200000000.0;214_4.0;31_EN_3;5703024;108357456;5.7;1629;19;19;220
45567;1176;2023-11-14;843662782;433;294;65;0.36;13;CARTON_M;2;3;EN;957;94.0;3;1;11;27200000000.0;957_94.0;2_EN_3;8274630;107570190;4.68;2046;13;13;221
46843;1176;2023-11-14;843662782;433;294;65;0.36;13;CARTON_M;31;3;EN;957;94.0;3;1;10;27200000000.0;957_94.0;31_EN_3;8274630;107570190;4.68;1702;13;13;222
46778;10609;2023-11-14;843676949;504;215;66;0.32;15;CARTON_M;31;3;EN;214;9.0;6;1;10;27200000000.0;214_9.0;31_EN_3;7151760;107276400;4.8;1637;15;15;223
46968;6625;2023-11-14;858666031;535;299;67;0.645;10;CARTON_M;33;3;EN;2009;234.0;5;1;1;inf;2009_234.0;33_EN_3;10717655;107176550;6.45;1154;10;10;224
46984;6577;2023-11-14;843676957;485;206;67;0.31;16;CARTON_M;33;3;EN;214;9.0;1;1;1;inf;214_9.0;33_EN_3;6693970;107103520;4.96;1170;16;16;225
46818;560;2023-11-14;856250533;440;297;89;0.66;9;CARTON_M;31;3;EN;518;207.0;5;1;10;27200000000.0;518_207.0;31_EN_3;11630520;104674680;5.94;1677;9;9;226
47040;560;2023-11-14;856250533;440;297;89;0.66;9;CARTON_M;33;3;EN;518;207.0;5;1;1;inf;518_207.0;33_EN_3;11630520;104674680;5.94;1226;9;9;227
46764;7289;2023-11-14;843662715;458;236;107;0.66;9;CARTON_M;31;3;EN;203;94.0;39;1;10;27200000000.0;203_94.0;31_EN_3;11565416;104088744;5.94;1623;9;9;228
46972;7289;2023-11-14;843662715;458;236;107;0.66;9;CARTON_M;33;3;EN;203;94.0;39;1;1;inf;203_94.0;33_EN_3;11565416;104088744;5.94;1158;9;9;229
46839;3345;2023-11-14;857446482;440;252;154;0.72;6;CARTON_M;31;3;EN;953;4.0;1;1;10;27200000000.0;953_4.0;31_EN_3;17075520;102453120;4.32;1698;6;6;230
47064;3345;2023-11-14;857446482;440;252;154;0.72;6;CARTON_M;33;3;EN;953;4.0;1;1;1;inf;953_4.0;33_EN_3;17075520;102453120;4.32;1250;6;6;231
46982;8186;2023-11-14;843676990;514;204;64;0.31;15;CARTON_M;33;3;EN;214;4.0;1;1;1;inf;214_4.0;33_EN_3;6710784;100661760;4.65;1168;15;15;232
